Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,work_duration_mean,arrival_hour_mean,depart_hour_mean,overtime_rate,n_work_days,attendance_rate
1,Travel_Rarely,Research & Development,1,4,Life Sciences,1990,1,Manager,57750,1.0,18,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,6.645199093943729,9.472103004291846,16.107296137339056,0.0,233,0.89272030651341
0,Travel_Rarely,Sales,12,3,Marketing,1991,3,Healthcare Representative,89430,8.0,12,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,10.97084705075446,9.502057613168724,20.45679012345679,0.9310344827586207,243,0.9310344827586207
1,Travel_Rarely,Sales,23,3,Medical,1992,2,Research Scientist,192720,9.0,20,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,8.685112064854554,9.515021459227468,18.17167381974249,0.8812260536398467,233,0.89272030651341
1,Non-Travel,Research & Development,19,4,Life Sciences,1993,4,Laboratory Technician,52380,1.0,17,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,7.391012396694215,9.520661157024794,16.90909090909091,0.0421455938697318,242,0.9272030651340997
0,Travel_Rarely,Research & Development,5,4,Medical,1994,2,Sales Executive,46820,1.0,11,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,7.490146923783287,9.508264462809917,16.99586776859504,0.03065134099616858,242,0.9272030651340997
0,Travel_Rarely,Research & Development,8,3,Medical,1995,1,Sales Executive,183000,0.0,14,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,6.240185185185184,9.452674897119342,15.724279835390947,0.0,243,0.9310344827586207
0,Travel_Rarely,Sales,1,4,Life Sciences,1996,1,Research Director,52570,1.0,14,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,7.8935056689342415,9.518367346938776,17.34285714285714,0.3524904214559387,245,0.9386973180076629
0,Travel_Rarely,Research & Development,5,3,Technical Degree,1997,1,Sales Executive,63490,,11,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,7.2894444444444435,9.539748953974895,16.811715481171547,0.011494252873563218,239,0.9157088122605364
0,Travel_Rarely,Sales,1,4,Marketing,1998,1,Sales Executive,48690,4.0,12,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,7.923896041964712,9.484978540772532,17.390557939914164,0.3716475095785441,233,0.89272030651341
0,Non-Travel,Sales,11,3,Technical Degree,1999,2,Laboratory Technician,99850,1.0,14,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,7.991452282157677,9.518672199170124,17.473029045643152,0.4329501915708812,241,0.9233716475095786
0,Travel_Frequently,Research & Development,23,5,Life Sciences,2000,3,Laboratory Technician,36970,3.0,13,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,6.704065972222223,9.525,16.204166666666666,0.0,240,0.9195402298850575
0,Travel_Rarely,Research & Development,1,3,Life Sciences,2001,2,Healthcare Representative,74570,3.0,11,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,6.568142791551883,9.429752066115702,16.06198347107438,0.0,242,0.9272030651340997
1,Travel_Rarely,Research & Development,18,4,Life Sciences,2002,2,Sales Executive,21190,9.0,15,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,6.171379184861718,9.524017467248909,15.668122270742359,0.0,229,0.8773946360153256
0,Travel_Rarely,Sales,23,4,Marketing,2003,4,Sales Executive,39830,4.0,12,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,6.380267489711934,9.518518518518519,15.893004115226338,0.0,243,0.9310344827586207
1,Travel_Rarely,Sales,7,4,Life Sciences,2004,3,Sales Representative,61180,0.0,21,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,9.781843220338983,9.453389830508474,19.25423728813559,0.9042145593869731,236,0.9042145593869731
1,Travel_Frequently,Research & Development,1,2,Life Sciences,2005,1,Sales Executive,62140,1.0,19,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,7.778514292300599,9.439834024896266,17.261410788381742,0.22988505747126436,241,0.9233716475095786
0,Travel_Rarely,Human Resources,1,1,Human Resources,2006,2,Research Scientist,63470,1.0,15,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,6.709533195020747,9.531120331950207,16.236514522821576,0.0,241,0.9233716475095786
0,Travel_Frequently,Sales,29,4,Marketing,2007,1,Research Scientist,115100,0.0,14,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,6.721144957983193,9.546218487394958,16.22689075630252,0.0,238,0.9118773946360154
0,Travel_Rarely,Research & Development,7,4,Life Sciences,2008,4,Sales Executive,71430,2.0,21,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,10.592145947176686,9.528688524590164,20.110655737704917,0.9348659003831418,244,0.9348659003831418
1,Travel_Rarely,Human Resources,25,4,Human Resources,2009,2,Research Scientist,82680,1.0,12,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,10.865674264007598,9.521367521367521,20.384615384615383,0.896551724137931,234,0.896551724137931
1,Travel_Rarely,Sales,8,2,Marketing,2010,2,Sales Executive,80950,1.0,15,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,7.7896793037672865,9.583690987124463,17.3519313304721,0.24904214559386972,233,0.89272030651341
1,Travel_Rarely,Research & Development,8,2,Life Sciences,2011,4,Manufacturing Director,29040,4.0,13,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,10.216215419501133,9.506122448979593,19.70204081632653,0.9386973180076629,245,0.9386973180076629
0,Travel_Rarely,Research & Development,11,1,Life Sciences,2012,4,Research Scientist,60320,0.0,14,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,6.808238425925926,9.483333333333333,16.275,0.0,240,0.9195402298850575
1,Travel_Frequently,Research & Development,7,3,Life Sciences,2013,2,Manager,29760,1.0,14,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,6.281261134552274,9.481012658227849,15.759493670886076,0.0,237,0.9080459770114943
1,Travel_Frequently,Research & Development,1,4,Medical,2014,2,Research Scientist,159920,3.0,14,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,10.508785612535615,9.555555555555555,20.021367521367523,0.896551724137931,234,0.896551724137931
0,Travel_Frequently,Sales,9,3,Medical,2015,2,Research Scientist,46490,0.0,12,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,8.008199152542373,9.508474576271187,17.50423728813559,0.44061302681992337,236,0.9042145593869731
0,Non-Travel,Sales,1,1,Marketing,2016,2,Research Director,26960,3.0,23,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,7.104967992684042,9.497942386831276,16.65843621399177,0.0,243,0.9310344827586207
0,Non-Travel,Sales,2,1,Life Sciences,2017,2,Sales Executive,23700,2.0,11,0,27.0,3,5,2,1,1.0,4.0,,3,3,6.198536324786325,9.47008547008547,15.679487179487179,0.0,234,0.896551724137931
0,Non-Travel,Research & Development,1,3,Medical,2018,2,Human Resources,125040,1.0,12,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,6.020285913528592,9.460251046025105,15.518828451882845,0.0,239,0.9157088122605364
0,Travel_Rarely,Sales,1,3,Life Sciences,2019,1,Sales Executive,59740,7.0,18,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,8.013191411935953,9.493449781659388,17.497816593886462,0.44061302681992337,229,0.8773946360153256
0,Travel_Rarely,Research & Development,6,2,Medical,2020,1,Research Scientist,47360,0.0,11,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,10.692461645746167,9.472803347280335,20.175732217573223,0.9157088122605364,239,0.9157088122605364
0,Travel_Rarely,Research & Development,8,3,Medical,2021,4,Research Scientist,52960,4.0,14,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,6.31456611570248,9.479338842975206,15.776859504132231,0.0,242,0.9272030651340997
0,Travel_Rarely,Human Resources,1,3,Human Resources,2022,4,Laboratory Technician,67810,0.0,15,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,6.909151101532567,9.53448275862069,16.42241379310345,0.0,232,0.8888888888888888
0,Travel_Rarely,Research & Development,6,4,Medical,2023,3,Sales Executive,21740,3.0,11,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,6.393413225172075,9.548672566371682,15.915929203539823,0.0,226,0.8659003831417624
0,Travel_Rarely,Research & Development,7,4,Medical,2024,1,Sales Executive,66530,7.0,20,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,7.378476430976431,9.441558441558442,16.857142857142858,0.019157088122605363,231,0.8850574712643678
0,Travel_Frequently,Research & Development,5,3,Medical,2025,2,Laboratory Technician,96990,8.0,19,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,7.070169880624427,9.458677685950413,16.58677685950413,0.0,242,0.9272030651340997
1,Travel_Frequently,Sales,1,3,Marketing,2026,2,Healthcare Representative,67550,7.0,14,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,7.2104051431344,9.550218340611353,16.729257641921397,0.0038314176245210726,229,0.8773946360153256
0,Travel_Rarely,Research & Development,1,1,Life Sciences,2027,1,Healthcare Representative,22130,1.0,17,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,6.0084750800182904,9.469135802469136,15.493827160493828,0.0,243,0.9310344827586207
0,Travel_Rarely,Research & Development,1,4,Life Sciences,2028,1,Research Scientist,26100,1.0,11,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,10.507815055315055,9.502164502164502,20.02164502164502,0.8850574712643678,231,0.8850574712643678
0,Non-Travel,Research & Development,6,3,Life Sciences,2029,1,Laboratory Technician,28510,9.0,15,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,6.212142203932327,9.502057613168724,15.695473251028806,0.0,243,0.9310344827586207
0,Non-Travel,Research & Development,1,3,Medical,2030,3,Sales Representative,34520,2.0,13,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,7.214043468154347,9.535564853556485,16.698744769874477,0.0,239,0.9157088122605364
0,Travel_Frequently,Research & Development,7,3,Life Sciences,2031,1,Sales Executive,52580,0.0,14,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,6.611494928538497,9.50207468879668,16.08298755186722,0.0,241,0.9233716475095786
0,Travel_Rarely,Sales,2,4,Marketing,2032,1,Sales Executive,93550,0.0,11,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,7.515389123300516,9.455696202531646,17.0126582278481,0.04597701149425287,237,0.9080459770114943
0,Travel_Frequently,Research & Development,9,2,Other,2033,1,Manufacturing Director,104960,1.0,13,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,6.602540381791483,9.449339207048459,16.061674008810574,0.0,227,0.8697318007662835
0,Travel_Rarely,Sales,2,2,Medical,2034,1,Sales Executive,63800,6.0,23,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,7.179248024174802,9.543933054393305,16.719665271966527,0.007662835249042145,239,0.9157088122605364
0,Travel_Frequently,Sales,9,1,Technical Degree,2035,2,Sales Executive,26570,2.0,13,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,8.006655188246096,9.458677685950413,17.475206611570247,0.46360153256704983,242,0.9272030651340997
0,Travel_Frequently,Research & Development,1,4,Medical,2036,3,Research Scientist,27160,0.0,18,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,7.090194444444444,9.516666666666667,16.616666666666667,0.0,240,0.9195402298850575
0,Travel_Rarely,Sales,21,2,Life Sciences,2037,1,Healthcare Representative,22010,4.0,12,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,7.204965127465128,9.51082251082251,16.77056277056277,0.007662835249042145,231,0.8850574712643678
0,Travel_Rarely,Sales,4,2,Other,2038,2,Healthcare Representative,65400,1.0,22,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,10.868111343561132,9.506276150627615,20.347280334728033,0.9157088122605364,239,0.9157088122605364
0,Travel_Rarely,Research & Development,1,3,Medical,2039,1,Human Resources,38160,1.0,13,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,6.522217412217413,9.536796536796537,16.051948051948052,0.0,231,0.8850574712643678
0,Travel_Frequently,Sales,6,4,Life Sciences,2040,1,Manager,52530,1.0,15,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,10.723506375227688,9.450819672131148,20.184426229508198,0.9348659003831418,244,0.9348659003831418
1,Non-Travel,Research & Development,2,4,Medical,2041,3,Laboratory Technician,109650,1.0,18,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,6.990631091617934,9.521929824561404,16.50877192982456,0.0,228,0.8735632183908046
1,Travel_Rarely,Research & Development,3,2,Life Sciences,2042,1,Sales Executive,49360,0.0,14,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,8.961151761517616,9.516260162601625,18.471544715447155,0.9425287356321839,246,0.9425287356321839
0,Travel_Rarely,Research & Development,4,2,Medical,2043,2,Research Scientist,25430,3.0,12,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,8.104184472934472,9.512820512820513,17.645299145299145,0.5708812260536399,234,0.896551724137931
1,Travel_Frequently,Sales,10,3,Technical Degree,2044,1,Research Director,53040,1.0,17,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,7.059042185338866,9.473029045643154,16.556016597510375,0.0,241,0.9233716475095786
0,Travel_Rarely,Research & Development,23,3,Life Sciences,2045,3,Manufacturing Director,166590,7.0,16,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,7.960137759710931,9.5,17.463414634146343,0.4482758620689655,246,0.9425287356321839
0,Travel_Rarely,Research & Development,6,2,Medical,2046,1,Healthcare Representative,42600,1.0,11,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,7.396815776815776,9.497835497835498,16.896103896103895,0.022988505747126436,231,0.8850574712643678
0,Travel_Rarely,Sales,1,1,Marketing,2047,2,Laboratory Technician,24760,1.0,19,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,7.093543131739335,9.481012658227849,16.62447257383966,0.0,237,0.9080459770114943
0,Travel_Rarely,Research & Development,6,3,Life Sciences,2048,3,Laboratory Technician,31020,1.0,13,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,6.788368770004573,9.518518518518519,16.320987654320987,0.0,243,0.9310344827586207
1,Travel_Rarely,Research & Development,6,3,Life Sciences,2049,1,Sales Executive,22440,1.0,12,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,6.798305898491083,9.559670781893004,16.28395061728395,0.0,243,0.9310344827586207
0,Travel_Frequently,Research & Development,2,4,Medical,2050,4,Human Resources,75960,9.0,11,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,6.733001867413632,9.504201680672269,16.214285714285715,0.0,238,0.9118773946360154
1,Travel_Frequently,Sales,2,4,Life Sciences,2051,1,Laboratory Technician,22850,0.0,16,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,8.040693296602388,9.512396694214877,17.56611570247934,0.5019157088122606,242,0.9272030651340997
0,Travel_Rarely,Research & Development,1,2,Life Sciences,2052,4,Laboratory Technician,30340,7.0,21,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,7.692869167869168,9.471861471861471,17.21212121212121,0.13409961685823754,231,0.8850574712643678
0,Travel_Rarely,Research & Development,5,3,Medical,2053,1,Healthcare Representative,57150,6.0,24,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,7.069662261380323,9.475770925110131,16.54185022026432,0.0,227,0.8697318007662835
0,Travel_Rarely,Sales,7,4,Life Sciences,2054,1,Laboratory Technician,25760,8.0,17,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,7.866042884990253,9.482456140350877,17.350877192982455,0.3218390804597701,228,0.8735632183908046
1,Travel_Rarely,Research & Development,15,4,Life Sciences,2055,2,Sales Executive,41970,1.0,13,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,10.264871332371333,9.536796536796537,19.77922077922078,0.8850574712643678,231,0.8850574712643678
0,Travel_Rarely,Research & Development,1,4,Life Sciences,2056,2,Sales Representative,143360,1.0,21,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,7.49410320881226,9.508620689655173,17.03448275862069,0.0421455938697318,232,0.8888888888888888
0,Travel_Rarely,Research & Development,7,2,Life Sciences,2057,1,Manufacturing Director,34480,1.0,11,0,10.0,3,10,1,4,3.0,3.0,3.0,3,3,7.706898540489642,9.542372881355933,17.21186440677966,0.16091954022988506,236,0.9042145593869731
0,Travel_Frequently,Research & Development,26,4,Life Sciences,2058,2,Research Scientist,194060,3.0,20,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,10.537147754137116,9.472340425531915,20.017021276595745,0.9003831417624522,235,0.9003831417624522
0,Travel_Rarely,Research & Development,18,5,Medical,2059,2,Research Scientist,65380,2.0,16,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,6.889265710382514,9.487704918032787,16.397540983606557,0.0,244,0.9348659003831418
0,Travel_Frequently,Research & Development,6,2,Life Sciences,2060,1,Research Director,43060,0.0,11,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,7.55042194092827,9.561181434599156,17.075949367088608,0.04980842911877394,237,0.9080459770114943
0,Travel_Frequently,Research & Development,3,3,Medical,2061,2,Laboratory Technician,22580,1.0,11,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,7.985769774011299,9.470338983050848,17.46186440677966,0.4367816091954023,236,0.9042145593869731
1,Travel_Rarely,Sales,5,3,Marketing,2062,3,Research Scientist,45220,8.0,15,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,7.502324074074074,9.5,17.0,0.022988505747126436,240,0.9195402298850575
0,Non-Travel,Research & Development,11,2,Other,2063,2,Research Scientist,44870,1.0,11,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,6.622759181775917,9.506276150627615,16.13807531380753,0.0,239,0.9157088122605364
0,Travel_Rarely,Research & Development,3,2,Other,2064,2,Healthcare Representative,44490,4.0,15,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,6.281313969571231,9.464730290456432,15.775933609958507,0.0,241,0.9233716475095786
0,Travel_Rarely,Research & Development,26,1,Life Sciences,2065,1,Laboratory Technician,22180,1.0,24,1,10.0,1,10,0,8,2.0,4.0,3.0,3,4,7.507831425846447,9.532188841201716,16.99570815450644,0.06896551724137931,233,0.89272030651341
0,Travel_Rarely,Research & Development,23,4,Life Sciences,2066,2,Laboratory Technician,191970,1.0,12,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,7.278348570089077,9.447257383966244,16.68776371308017,0.0038314176245210726,237,0.9080459770114943
0,Travel_Rarely,Research & Development,22,3,Life Sciences,2067,2,Sales Representative,132120,4.0,13,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,8.794382716049382,9.572649572649572,18.337606837606838,0.896551724137931,234,0.896551724137931
0,Travel_Rarely,Research & Development,14,4,Life Sciences,2068,3,Research Scientist,65770,1.0,13,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,6.77259789525208,9.51101321585903,16.26872246696035,0.0,227,0.8697318007662835
0,Travel_Rarely,Research & Development,6,3,Medical,2069,5,Research Director,83920,1.0,17,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,6.7084629629629635,9.525,16.208333333333332,0.0,240,0.9195402298850575
1,Travel_Rarely,Human Resources,6,2,Human Resources,2070,3,Sales Executive,45580,1.0,13,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,10.428269318701417,9.526748971193415,19.91769547325103,0.9310344827586207,243,0.9310344827586207
0,Travel_Rarely,Research & Development,6,4,Life Sciences,2071,1,Research Director,40310,3.0,12,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,5.99468024691358,9.524444444444445,15.493333333333334,0.0,225,0.8620689655172413
0,Travel_Rarely,Research & Development,23,3,Medical,2072,1,Sales Executive,79690,0.0,14,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,8.899403910348116,9.510729613733906,18.416309012875537,0.89272030651341,233,0.89272030651341
1,Travel_Frequently,Research & Development,22,4,Medical,2073,1,Sales Representative,26540,0.0,24,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,9.89105984740105,9.527896995708154,19.429184549356222,0.89272030651341,233,0.89272030651341
0,Travel_Rarely,Research & Development,2,3,Life Sciences,2074,2,Research Scientist,165550,8.0,14,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,6.031081999029597,9.458515283842795,15.528384279475983,0.0,229,0.8773946360153256
0,Non-Travel,Research & Development,20,3,Life Sciences,2075,1,Sales Representative,45560,2.0,13,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,6.196875603864733,9.495652173913044,15.752173913043478,0.0,230,0.8812260536398467
0,Travel_Rarely,Research & Development,28,4,Life Sciences,2076,1,Manager,60910,1.0,15,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,7.840530612244898,9.534693877551021,17.351020408163265,0.2720306513409962,245,0.9386973180076629
1,Non-Travel,Research & Development,12,3,Life Sciences,2077,2,Sales Representative,195660,6.0,16,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,7.201252314814814,9.45,16.7,0.0,240,0.9195402298850575
0,Travel_Rarely,Sales,20,3,Marketing,2078,3,Sales Executive,48100,8.0,18,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,7.487695162835249,9.525862068965518,17.021551724137932,0.02681992337164751,232,0.8888888888888888
0,Travel_Frequently,Sales,9,3,Medical,2079,1,Manufacturing Director,45230,5.0,16,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,6.7654257741347905,9.532786885245901,16.25,0.0,244,0.9348659003831418
0,Travel_Frequently,Research & Development,25,4,Life Sciences,2080,2,Healthcare Representative,32020,2.0,24,1,32.0,2,2,2,2,4.0,1.0,,3,4,7.20008226037196,9.476394849785407,16.703862660944207,0.0038314176245210726,233,0.89272030651341
0,Travel_Rarely,Research & Development,6,3,Technical Degree,2081,2,Research Scientist,23510,1.0,16,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,7.164030683403069,9.514644351464435,16.669456066945607,0.0,239,0.9157088122605364
0,Travel_Rarely,Research & Development,8,4,Other,2082,3,Manager,17020,5.0,21,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,7.305633101851852,9.5625,16.85,0.0038314176245210726,240,0.9195402298850575
0,Travel_Rarely,Sales,4,4,Marketing,2083,1,Laboratory Technician,180410,3.0,20,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,8.515865209471768,9.53688524590164,18.024590163934427,0.8812260536398467,244,0.9348659003831418
1,Travel_Rarely,Human Resources,28,4,Human Resources,2084,3,Manufacturing Director,28860,1.0,19,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,6.630590886939571,9.473684210526315,16.087719298245613,0.0,228,0.8735632183908046
0,Travel_Frequently,Research & Development,9,2,Medical,2085,1,Sales Executive,20970,1.0,14,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,5.950504160548213,9.502202643171806,15.458149779735683,0.0,227,0.8697318007662835
0,Travel_Rarely,Research & Development,9,2,Medical,2086,2,Sales Executive,119350,1.0,11,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,6.629711352657005,9.539130434782608,16.14782608695652,0.0,230,0.8812260536398467
0,Travel_Rarely,Sales,29,3,Marketing,2087,1,Sales Executive,25460,1.0,14,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,5.99736409155937,9.527896995708154,15.515021459227468,0.0,233,0.89272030651341
0,Travel_Rarely,Research & Development,3,4,Medical,2088,2,Research Scientist,25640,1.0,12,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,7.625331284153006,9.5,17.118852459016395,0.10727969348659004,244,0.9348659003831418
0,Travel_Rarely,Research & Development,18,4,Medical,2089,1,Human Resources,84120,1.0,13,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,6.315777550091074,9.48360655737705,15.790983606557377,0.0,244,0.9348659003831418
0,Travel_Rarely,Sales,9,1,Medical,2090,1,Sales Executive,141180,2.0,22,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,6.200008101851852,9.554166666666667,15.7,0.0,240,0.9195402298850575
0,Non-Travel,Research & Development,5,4,Medical,2091,5,Sales Executive,170460,7.0,11,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,7.506798185941043,9.53061224489796,17.012244897959185,0.038314176245210725,245,0.9386973180076629
0,Travel_Rarely,Sales,2,2,Life Sciences,2092,2,Sales Executive,25640,0.0,14,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,8.590920138888889,9.520833333333334,18.066666666666666,0.89272030651341,240,0.9195402298850575
0,Travel_Frequently,Sales,10,3,Life Sciences,2093,1,Sales Executive,102660,1.0,11,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,7.303264760576476,9.560669456066945,16.811715481171547,0.007662835249042145,239,0.9157088122605364
0,Travel_Frequently,Research & Development,9,3,Life Sciences,2094,2,Research Scientist,50700,4.0,12,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,8.455582287308228,9.502092050209205,17.95397489539749,0.8467432950191571,239,0.9157088122605364
0,Travel_Rarely,Sales,3,2,Marketing,2095,4,Healthcare Representative,178610,2.0,18,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,8.00474648229015,9.51528384279476,17.54585152838428,0.4674329501915709,229,0.8773946360153256
0,Travel_Rarely,Sales,26,2,Marketing,2096,1,Research Scientist,42300,0.0,12,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,6.08662962962963,9.5625,15.641666666666667,0.0,240,0.9195402298850575
0,Travel_Rarely,Research & Development,1,3,Medical,2097,2,Research Scientist,37800,7.0,12,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,7.340324473180076,9.487068965517242,16.88362068965517,0.03065134099616858,232,0.8888888888888888
0,Travel_Rarely,Research & Development,6,2,Medical,2098,1,Laboratory Technician,27680,0.0,22,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,8.001937260536398,9.52155172413793,17.54310344827586,0.4521072796934866,232,0.8888888888888888
0,Travel_Rarely,Sales,9,3,Marketing,2099,1,Research Scientist,90710,0.0,19,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,9.193778475127846,9.506276150627615,18.677824267782427,0.9157088122605364,239,0.9157088122605364
0,Travel_Frequently,Human Resources,8,2,Medical,2100,1,Sales Executive,106480,3.0,13,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,9.488813457854407,9.5,18.961206896551722,0.8888888888888888,232,0.8888888888888888
0,Non-Travel,Research & Development,1,1,Life Sciences,2101,2,Sales Executive,136100,4.0,22,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,9.791557621671258,9.458677685950413,19.25206611570248,0.9272030651340997,242,0.9272030651340997
0,Travel_Rarely,Research & Development,7,3,Life Sciences,2102,3,Manufacturing Director,34080,1.0,24,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,9.207650759734094,9.474358974358974,18.675213675213676,0.896551724137931,234,0.896551724137931
0,Travel_Frequently,Research & Development,9,2,Medical,2103,2,Sales Representative,29830,7.0,14,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,6.369145390070921,9.46808510638298,15.85531914893617,0.0,235,0.9003831417624522
0,Travel_Rarely,Human Resources,4,4,Life Sciences,2104,5,Laboratory Technician,76320,1.0,21,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,5.98418388429752,9.512396694214877,15.491735537190083,0.0,242,0.9272030651340997
1,Non-Travel,Sales,2,2,Other,2105,3,Healthcare Representative,98240,1.0,18,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,8.402396125116713,9.436974789915967,17.89075630252101,0.8467432950191571,238,0.9118773946360154
